timestamp,publishedAt,headline,sentiment,score,url,cost
2025-05-16T09:31:40.756202+00:00,2025-05-15T09:30:19Z,"100,000 Bitcoin Pulled From Exchanges In 3 Weeks – Analyst Highlights Strong Accumulation Trend",Pos,1,https://bitcoinist.com/100000-bitcoin-pulled-from-exchanges-in-3-weeks-analyst-highlights-strong-accumulation-trend/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T09:20:00Z,Best Fast Payout Online Casino | Instant Withdrawal Casino - Wild Casino,Ne,0,https://www.globenewswire.com/news-release/2025/05/15/3081874/0/en/Best-Fast-Payout-Online-Casino-Instant-Withdrawal-Casino-Wild-Casino.html,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T09:19:09Z,"Altcoin Season Could Heat Up in June and Drain Part of Bitcoin’s $2T Market Cap, Analyst Says",Pos,1,https://www.coindesk.com/markets/2025/05/15/altcoin-season-could-heat-up-in-june-and-drain-part-of-bitcoin-s-usd2t-market-cap-analyst-says,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T09:10:48Z,Coinbase puts $20 million bounty on crooks who tried to extort firm over stolen customer data,Pos,1,https://biztoc.com/x/f1c3b46864e3b132,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T09:10:38Z,Bitcoin Price Falls. Why the Crypto Rally Is Fading,Ne,0,https://biztoc.com/x/628dce22f857cddf,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T09:07:07Z,U.S. CISA adds a Fortinet flaw to its Known Exploited Vulnerabilities catalog,Ne,0,https://securityaffairs.com/177862/hacking/u-s-cisa-adds-a-fortinet-flaw-to-its-known-exploited-vulnerabilities-catalog.html,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T09:05:01Z,Bitcoin Stocks To Consider – May 12th,Pos,1,https://www.etfdailynews.com/2025/05/15/bitcoin-stocks-to-consider-may-12th/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T09:01:03Z,Nasdaq-listed BTCS to boost ETH holdings with $57.8M raise,Pos,1,https://cointelegraph.com/news/btcs-ether-accumulation-57-million-financing,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:40:53Z,Schonfeld Strategic Advisors LLC Trims Stock Position in Cipher Mining Inc. (NASDAQ:CIFR),Ne,0,https://www.etfdailynews.com/2025/05/15/schonfeld-strategic-advisors-llc-trims-stock-position-in-cipher-mining-inc-nasdaqcifr/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:39:52Z,"Bitcoin price holds above $102,000 as BlackRock leads fund inflows",Ne,0,https://uk.finance.yahoo.com/news/bitcoin-price-blackrock-fund-inflows-083952678.html,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:37:22Z,Jim Chanos is Buying Bitcoin and Shorting Strategy,Neg,-1,https://biztoc.com/x/cb3c79c0ec68838c,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:30:51Z,Are Bitcoin Whales About to Cash Out? Key Metric Signals Possible Profit-Taking Ahead,Ne,0,http://www.newsbtc.com/bitcoin-news/are-bitcoin-whales-about-to-cash-out-key-metric-signals-possible-profit-taking-ahead/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:30:04Z,"Coinbase’s $2.9 Billion Deribit Purchase Sparks Interest In Future Acquisitions, Says CEO",Pos,1,https://bitcoinist.com/coinbase-deribit-purchase-future-acquisitions/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:27:48Z,"NEW PR ALERT! 461 kg 1,016 LBS POUND RACK PULL",Ne,0,https://erickimphotography.com/blog/2025/05/15/new-pr-alert-461-kg-1016-lbs-pound-rack-pull/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:26:54Z,Cryptocurrency Stocks To Watch Today – May 12th,Pos,1,https://www.etfdailynews.com/2025/05/15/cryptocurrency-stocks-to-watch-today-may-12th/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:22:57Z,Top Value Stocks Worth Watching – May 13th,Ne,0,https://www.etfdailynews.com/2025/05/15/top-value-stocks-worth-watching-may-13th/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:21:54Z,Bitcoin looks 'ridiculous' as bulls attempt $2T market cap flip — Analyst,Pos,1,https://cointelegraph.com/news/bitcoin-looks-ridiculous-bulls-attempt-2t-market-cap-flip,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:21:38Z,Stocks Slide as Risk Apppetite Fades; Oil Tumbles: Markets Wrap,Ne,0,https://financialpost.com/pmn/business-pmn/stocks-slide-as-risk-apppetite-fades-oil-tumbles-markets-wrap,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:18:29Z,Cboe requests to list first US spot Tron ETF offering staking rewards,Ne,0,https://cryptoslate.com/cboe-aims-to-list-first-us-spot-tron-etf-offering-staking-rewards/,0.0
2025-05-16T09:31:40.756202+00:00,2025-05-15T08:08:54Z,iShares Bitcoin Trust (NASDAQ:IBIT) Shares Purchased by Comerica Bank,Ne,0,https://www.etfdailynews.com/2025/05/15/ishares-bitcoin-trust-nasdaqibit-shares-purchased-by-comerica-bank/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T23:34:00Z,FTX Will Hand Out Over $5 Billion in Bankruptcy Repayments This Month,Pos,1,https://decrypt.co/320340/ftx-hand-out-over-5-billion-repayments,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T23:30:49Z,Solana Sees Renewed Demand As Capital Flows Turn Positive – Details,Ne,0,http://www.newsbtc.com/news/solana/solana-sees-renewed-demand-as-capital-flows-turn-positive-details/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T23:00:46Z,Bitcoin STH MVRV Trends Higher: Short-Term Holders Eye $118K–$128K Range,Ne,0,https://bitcoinist.com/bitcoin-sth-mvrv-trends-higher-short-term-holders-eye-118k-128k-range/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T22:51:55Z,Money Printer Go Brr? Arthur Hayes Thinks It's Coming—And Bitcoin Will Go Nuts,Pos,1,https://decrypt.co/320320/money-printer-go-brr-arthur-hayes-bitcoin-go-nuts,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T22:16:16Z,"KULR Technology Group Stock Tumbles On Q1 Earnings, Company Plans To 'Turbocharge' Bitcoin Acquisition Strategy",Neg,-1,https://biztoc.com/x/e2a126bbc39044d5,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T22:15:00Z,"Legacy forex, payments platforms ‘hate’ stablecoin adoption — Kevin O’Leary",Ne,0,https://cointelegraph.com/news/legacy-forex-payments-platforms-hate-stablecoin-adoption-kevin-o-leary,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T22:02:40Z,Coinbase Says Criminals Are Demanding $20M Ransom,Neg,-1,https://www.newser.com/story/368773/coinbase-says-criminals-are-demanding-20m-ransom.html,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T22:00:31Z,Binance holds 102% BTC reserves for 30 straight months – Snapshot reveals,Pos,1,https://ambcrypto.com/binance-holds-102-btc-reserves-for-30-straight-months-snapshot-reveals/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T22:00:24Z,Is Bitcoin Price Turning Bullish Or Bearish? Crypto Analyst Reveals Critical Levels To Watch,Ne,0,http://www.newsbtc.com/news/bitcoin/bitcoin-price-critical-levels/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T22:00:00Z,"Bitcoin Price Hits $104,000 As Demand Increases",Pos,1,https://www.activistpost.com/bitcoin-price-hits-104000-as-demand-increases/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T22:00:00Z,"XRP continues to rise, can the XRP Mining platform become your wealth booster?",Ne,0,https://www.globenewswire.com/news-release/2025/05/15/3082753/0/en/XRP-continues-to-rise-can-the-XRP-Mining-platform-become-your-wealth-booster.html,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:54:30Z,"Bitcoin Holds Above $100K, Altcoins Slide as Analyst Sees Crypto Rally Into Summer",Ne,0,https://biztoc.com/x/52d1f8310838c317,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:45:26Z,Abu Dhabi sovereign wealth fund Mubadala expands Bitcoin exposure via IBIT while Wisconsin fund exits crypto ETF,Pos,1,https://cryptoslate.com/abu-dhabi-sovereign-wealth-fund-mubadala-expands-bitcoin-exposure-via-ibit-while-wisconsin-fund-exits-crypto-etf/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:40:08Z,Co-founder says eToro IPO is a testament to market recovery as it aims to become a go-to investment app,Pos,1,https://finance.yahoo.com/news/co-founder-says-etoro-ipo-is-a-testament-to-market-recovery-as-it-aims-to-become-a-go-to-investment-app-214008749.html,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:30:26Z,"""The world is trying to hoard Bitcoin right now"" — Eric Trump",Pos,1,https://cointelegraph.com/news/everybody-in-the-world-is-trying-to-hoard-bitcoin-right-now-eric-trump,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:22:24Z,Bitcoin RICO: Feds charge 13 men in $265 million crypto theft ring,Neg,-1,https://www.cnbc.com/2025/05/15/crypto-theft-bitcoin-dc.html,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:21:23Z,FinTech Partnerships Look to Crack Stablecoin On- and Off-Ramp Challenges,Ne,0,https://www.pymnts.com/cryptocurrency/2025/fintech-partnerships-attempt-crack-stablecoin-accessibility-challenges/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:18:26Z,Why are SOL Holders Are Eying Ruvi AI (RUVI)?,Pos,1,https://zycrypto.com/why-are-sol-holders-are-eying-ruvi-ai-ruvi/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:15:27Z,Coinbase said cyber crooks stole customer information and demanded $20 million ransom payment,Neg,-1,https://www.bostonherald.com/2025/05/15/coinbase-stolen-info/,0.0
2025-05-16T23:36:43.746459+00:00,2025-05-15T21:13:09Z,"Bitcoin Holds Above $100K, Altcoins Slide as Analyst Sees Crypto Rally Into Summer",Pos,1,https://www.coindesk.com/markets/2025/05/15/bitcoin-holds-above-usd100k-altcoins-slide-as-analyst-sees-crypto-rally-into-summer,0.0
